pfam	count
Alpha/beta hydrolase family(PF12697)	131
Thiamine pyrophosphate enzyme, ...(PF02775)	131
CBS domain(PF00571)	131
Asparagine synthase(PF00733)	128
RNB domain(PF00773)	127
Bacterial extracellular solute-...(PF03480)	126
Enoyl-(Acyl carrier protein) re...(PF13561)	126
Elongation Factor G, domain II(PF14492)	125
tRNA synthetases class I (W and...(PF00579)	125
Glutamine amidotransferase clas...(PF00117)	124
DNA gyrase C-terminal domain, b...(PF03989)	124
Sodium/hydrogen exchanger famil...(PF00999)	122
AAA ATPase domain(PF13191)	121
Cytochrome C and Quinol oxidase...(PF00115)	121
Aminotransferase class IV(PF01063)	121
UbiA prenyltransferase family(PF01040)	120
Adenylosuccinate synthetase(PF00709)	120
Bacterial transferase hexapepti...(PF00132)	120
Carbamoyl-phosphate synthase L ...(PF02786)	119
Phage terminase large subunit (...(PF05876)	118
Citrate synthase(PF00285)	118
CheW-like domain(PF01584)	118
Glycyl-tRNA synthetase beta sub...(PF02092)	117
Serine hydroxymethyltransferase...(PF00464)	117
Carboxyl transferase domain(PF01039)	116
Peptidase family S49(PF01343)	116
Bacterial extracellular solute-...(PF00497)	115
MviN-like protein(PF03023)	114
LysR substrate binding domain(PF03466)	114
NAD synthase(PF02540)	113
S-adenosyl-L-homocysteine hydro...(PF05221)	113
FAD binding domain(PF00890)	111
Aconitase family (aconitate hyd...(PF00330)	111
Dehydratase family(PF00920)	110
Enoyl-CoA hydratase/isomerase f...(PF00378)	110
SNF2 family N-terminal domain(PF00176)	110
Cytochrome c(PF00034)	108
von Willebrand factor type A do...(PF13519)	108
Methylmalonyl-CoA mutase(PF01642)	107
tRNA synthetases class I (M)(PF09334)	107
Pyridoxal-dependent decarboxyla...(PF02784)	105
Metallopeptidase family M24(PF00557)	104
Transposase IS200 like(PF01797)	104
Sulfate transporter family(PF00916)	103
AIR synthase related protein, N...(PF00586)	102
Phage portal protein, lambda fa...(PF05136)	102
Protein kinase domain(PF00069)	101
Bacterial extracellular solute-...(PF13343)	101
RNA pseudouridylate synthase(PF00849)	101
Transposase IS116/IS110/IS902 f...(PF02371)	101
Ammonium Transporter Family(PF00909)	100
Cytidylyltransferase(PF02348)	100
chorismate binding enzyme(PF00425)	100
Transposase(PF01548)	99
Protein export membrane protein...(PF02355)	99
Glutamate-ammonia ligase adenyl...(PF03710)	99
Transketolase, pyrimidine bindi...(PF02779)	99
OmpA family(PF00691)	98
Hsp90 protein(PF00183)	97
3' exoribonuclease family, doma...(PF03725)	97
Conserved region in glutamate s...(PF01645)	97
Clp amino terminal domain(PF02861)	97
Phosphoribosyl transferase doma...(PF00156)	97
Nickel-dependent hydrogenase(PF00374)	96
NAD-dependent DNA ligase adenyl...(PF01653)	96
HAMP domain(PF00672)	95
C-terminal, D2-small domain, of...(PF10431)	95
SecY translocase(PF00344)	95
ACT domain(PF01842)	95
Histidine biosynthesis protein(PF00977)	95
Sodium:dicarboxylate symporter ...(PF00375)	94
SecA DEAD-like domain(PF07517)	94
Vitamin B12 dependent methionin...(PF02965)	94
tRNA synthetases class I (C) ca...(PF01406)	93
Cytochrome b(N-terminal)/b6/pet...(PF00033)	93
Phage major capsid protein E(PF03864)	91
GlnD PII-uridylyltransferase(PF08335)	91
Glycosyltransferase like family...(PF13641)	91
DNA topoisomerase(PF01131)	91
PQQ-like domain(PF13360)	90
PBP superfamily domain(PF12849)	90
ScpA/B protein(PF02616)	89
Sigma-70 region 2 (PF04542)	89
Polysaccharide biosynthesis pro...(PF02719)	89
Dehydrogenase E1 component(PF00676)	88
Methyltransferase domain(PF08241)	88
Peptidase family U32(PF01136)	88
tRNA methyl transferase(PF03054)	87
Homeodomain-like domain(PF13565)	86
Tryptophan synthase alpha chain...(PF00290)	86
Phosphorylase superfamily(PF01048)	85
Calcineurin-like phosphoesteras...(PF00149)	85
Inorganic H+ pyrophosphatase(PF03030)	85
Methyltransferase domain(PF13489)	84
DNA gyrase B(PF00204)	83
Cytidine and deoxycytidylate de...(PF00383)	83
TonB dependent receptor(PF00593)	83
TrkA-N domain(PF02254)	83
PHP domain(PF02811)	82
Type I restriction modification...(PF01420)	82
Tetrapyrrole (Corrin/Porphyrin)...(PF00590)	82
Trypsin-like peptidase domain(PF13365)	82
FHIPEP family(PF00771)	82
Bacterial DNA polymerase III al...(PF07733)	82
Amidohydrolase family(PF01979)	82
Chorismate synthase(PF01264)	81
Elongation factor G C-terminus(PF00679)	81
Putative transposase of IS4/5 f...(PF13340)	80
CDP-alcohol phosphatidyltransfe...(PF01066)	80
Elongation factor G, domain IV(PF03764)	80
Transglycosylase(PF00912)	80
Penicillin-binding Protein dime...(PF03717)	80
RNA polymerase beta subunit(PF04563)	80
tRNA synthetase class II core d...(PF00587)	80
tRNA synthetases class II (A)(PF01411)	79
Dihydrodipicolinate synthetase ...(PF00701)	79
Beta-eliminating lyase(PF01212)	79
Beta-lactamase(PF00144)	79
Amidohydrolase(PF13147)	79
3-octaprenyl-4-hydroxybenzoate ...(PF01977)	79
Polyphosphate kinase 2 (PPK2)(PF03976)	79
MreB/Mbl protein(PF06723)	78
Holliday junction DNA helicase ...(PF05496)	78
TonB-dependent Receptor Plug Do...(PF07715)	78
ABC transporter(PF12848)	77
Ribosomal protein S2(PF00318)	77
Fructose-bisphosphate aldolase ...(PF01116)	77
Ribonucleotide reductase, barre...(PF02867)	77
Methyltransferase small domain(PF05175)	77
Cys/Met metabolism PLP-dependen...(PF01053)	76
DnaJ domain(PF00226)	76
Glycine cleavage system P-prote...(PF02347)	76
HsdM N-terminal domain(PF12161)	76
Bacterial type II and III secre...(PF00263)	76
Phosphoglucose isomerase(PF00342)	75
Redoxin(PF08534)	75
PDZ domain(PF13180)	75
Biotin-requiring enzyme(PF00364)	75
Homocysteine S-methyltransferas...(PF02574)	74
3' exoribonuclease family, doma...(PF01138)	74
Cyclophilin type peptidyl-proly...(PF00160)	74
Ppx/GppA phosphatase family(PF02541)	74
Sodium:alanine symporter family...(PF01235)	74
InsA C-terminal domain(PF12759)	74
Polypeptide deformylase(PF01327)	74
FlhB HrpN YscU SpaS Family(PF01312)	73
Aminomethyltransferase folate-b...(PF01571)	73
UDP-glucose/GDP-mannose dehydro...(PF03721)	73
Ribonuclease E/G family(PF10150)	72
Pyridine nucleotide-disulphide ...(PF02852)	72
Cytochrome C assembly protein(PF01578)	72
PIN domain(PF01850)	72
Toprim domain(PF01751)	72
KH domain(PF00013)	72
haloacid dehalogenase-like hydr...(PF08282)	72
Transketolase, C-terminal domai...(PF02780)	72
HMGL-like(PF00682)	71
Periplasmic binding protein dom...(PF13433)	71
Permease(PF02405)	71
Helix-turn-helix domain(PF13518)	71
SIS domain(PF01380)	71
CheR methyltransferase, SAM bin...(PF01739)	71
Glycosyl transferase 4-like dom...(PF13579)	70
PAS domain(PF13426)	70
TCP-1/cpn60 chaperonin family(PF00118)	70
Surface antigen variable number...(PF07244)	70
Homeodomain-like domain(PF13384)	70
Pterin binding enzyme(PF00809)	70
Nitrite and sulphite reductase ...(PF01077)	70
WD40-like Beta Propeller Repeat...(PF07676)	69
PCRF domain(PF03462)	69
UDP-3-O-acyl N-acetylglycosamin...(PF03331)	69
Nucleoside recognition(PF07670)	69
Peptidase family S41(PF03572)	69
Type IV pilin N-term methylatio...(PF13544)	69
Type IV pilus assembly protein ...(PF11104)	69
Transcriptional regulatory prot...(PF00486)	69
Right handed beta helix region(PF13229)	68
Adenylate and Guanylate cyclase...(PF00211)	68
Surface antigen(PF01103)	68
Type I GTP cyclohydrolase folE2...(PF02649)	68
Methyltransferase domain(PF13659)	68
Sodium:neurotransmitter symport...(PF00209)	68
Bacterial regulatory helix-turn...(PF00126)	68
Ribosomal protein S3, C-termina...(PF00189)	67
D-isomer specific 2-hydroxyacid...(PF00389)	67
Phosphoglucomutase/phosphomanno...(PF02880)	67
ABC transporter transmembrane r...(PF00664)	67
SRP54-type protein, GTPase doma...(PF00448)	66
alpha/beta hydrolase fold(PF00561)	66
AAA domain (dynein-related subf...(PF07728)	66
Calcineurin-like phosphoesteras...(PF12850)	66
Citrate transporter(PF03600)	66
Rhodanese-like domain(PF00581)	66
SLBB domain(PF10531)	66
Transaldolase(PF00923)	66
Carbamoyl-phosphate synthase L ...(PF00289)	66
HhH-GPD superfamily base excisi...(PF00730)	65
EamA-like transporter family(PF00892)	65
Transglycosylase SLT domain(PF01464)	65
PhoU domain(PF01895)	65
Molybdopterin-binding domain of...(PF02738)	65
GrpE(PF01025)	65
SpoU rRNA Methylase family(PF00588)	65
BadF/BadG/BcrA/BcrD ATPase fami...(PF01869)	65
Beta-ketoacyl synthase, N-termi...(PF00109)	65
SecA Wing and Scaffold domain(PF07516)	64
ABC-2 type transporter(PF01061)	64
RNA polymerase Rpb1, domain 1(PF04997)	64
Glucose inhibited division prot...(PF01134)	64
Nitrite/Sulfite reductase ferre...(PF03460)	64
Phosphoenolpyruvate carboxylase...(PF00311)	64
Peptidase M16 inactive domain(PF05193)	64
Type I restriction enzyme R pro...(PF04313)	64
Acetyltransferase (GNAT) family...(PF00583)	63
Pyridine nucleotide-disulphide ...(PF00070)	63
Helix-turn-helix(PF01381)	63
Rnf-Nqr subunit, membrane prote...(PF02508)	62
Sigma-70, region 4(PF04545)	62
ubiE/COQ5 methyltransferase fam...(PF01209)	62
Ribosomal protein L5(PF00281)	62
Zinc-binding dehydrogenase(PF00107)	62
Inositol monophosphatase family...(PF00459)	62
AMP-binding enzyme C-terminal d...(PF13193)	61
KH domain(PF07650)	61
Periplasmic binding protein(PF13458)	61
XFP N-terminal domain(PF09364)	61
Probable molybdopterin binding ...(PF00994)	60
Amino acid permease(PF13520)	60
Di-haem cytochrome c peroxidase...(PF03150)	60
Histidine kinase-, DNA gyrase B...(PF13589)	60
Bacterial sugar transferase(PF02397)	60
Protein of unknown function (DU...(PF06250)	60
Endonuclease/Exonuclease/phosph...(PF03372)	60
Glutamine amidotransferases cla...(PF00310)	60
Domain of unknown function (DUF...(PF13635)	59
Domain of unknown function DUF2...(PF01594)	59
IMP dehydrogenase / GMP reducta...(PF00478)	59
FliP family(PF00813)	59
UDP-N-acetylglucosamine 2-epime...(PF02350)	58
Phage tail protein(PF08813)	58
MMPL family(PF03176)	58
Possible lysine decarboxylase(PF03641)	58
C-5 cytosine-specific DNA methy...(PF00145)	58
ThiF family(PF00899)	58
Dihydrodipicolinate reductase, ...(PF01113)	58
DHH family(PF01368)	57
DNA polymerase III, delta subun...(PF13177)	57
DnaJ C terminal domain(PF01556)	57
Telomere recombination(PF01300)	57
Enterobacterial Ail/Lom protein...(PF06316)	57
Gamma-glutamyltranspeptidase(PF01019)	57
Ribulose-phosphate 3 epimerase ...(PF00834)	57
Bacterial regulatory protein, F...(PF02954)	57
Bacterial regulatory proteins, ...(PF00196)	57
DALR anticodon binding domain(PF05746)	56
Elongation factor TS(PF00889)	56
Neisseria PilC beta-propeller d...(PF05567)	56
Rhomboid family(PF01694)	56
FKBP-type peptidyl-prolyl cis-t...(PF00254)	56
Indole-3-glycerol phosphate syn...(PF00218)	56
Transketolase, thiamine diphosp...(PF00456)	56
Integrase core domain(PF13333)	56
Repeat domain in Vibrio, Colwel...(PF13517)	56
Periplasmic binding protein dom...(PF13407)	56
haloacid dehalogenase-like hydr...(PF12710)	55
Predicted permease YjgP/YjgQ fa...(PF03739)	55
Putative modulator of DNA gyras...(PF01523)	55
Elongation factor Tu C-terminal...(PF03143)	55
Cation efflux family(PF01545)	55
Cell division protein FtsA(PF14450)	55
Phosphate transporter family(PF01384)	55
Alanine dehydrogenase/PNT, C-te...(PF01262)	55
LeuA allosteric (dimerisation) ...(PF08502)	55
Cytidylyltransferase family(PF01148)	54
Pyruvate kinase, barrel domain(PF00224)	54
Acyl-CoA dehydrogenase, C-termi...(PF00441)	54
Domain of unknown function (DUF...(PF08401)	54
MobA-like NTP transferase domai...(PF12804)	54
PhoH-like protein(PF02562)	54
Exonuclease(PF00929)	54
Prephenate dehydratase(PF00800)	54
Putative phage tail protein(PF13550)	54
Anaerobic ribonucleoside-tripho...(PF13597)	54
RNA polymerase Rpb3/Rpb11 dimer...(PF01193)	54
Proteasome subunit(PF00227)	54
Insulinase (Peptidase family M1...(PF00675)	53
Tubulin/FtsZ family, GTPase dom...(PF00091)	53
Cytosol aminopeptidase family, ...(PF00883)	53
Hydrogenase formation hypA fami...(PF01924)	53
Glucose-6-phosphate dehydrogena...(PF02781)	53
RF-1 domain(PF00472)	53
Pyruvate phosphate dikinase, PE...(PF01326)	53
ACT domain(PF13291)	53
Cytidylyltransferase(PF01467)	52
Phosphoglucomutase/phosphomanno...(PF02879)	52
Bacterial extracellular solute-...(PF13416)	52
Peptidase MA superfamily(PF13485)	52
Formyl transferase(PF00551)	52
Elongation factor P (EF-P) OB d...(PF01132)	52
Tetraacyldisaccharide-1-P 4'-ki...(PF02606)	52
Leucyl-tRNA synthetase, Domain ...(PF13603)	52
Biopolymer transport protein Ex...(PF02472)	52
Molydopterin dinucleotide bindi...(PF01568)	52
CTP synthase N-terminus(PF06418)	51
N-acetylmuramoyl-L-alanine amid...(PF01520)	51
YceG-like family(PF02618)	51
Thiamine monophosphate synthase...(PF02581)	51
DDE_Tnp_1-associated(PF13808)	51
4Fe-4S dicluster domain(PF13247)	51
3-dehydroquinate synthase(PF01761)	51
Glycine cleavage T-protein C-te...(PF08669)	51
Methylenetetrahydrofolate reduc...(PF02219)	51
IS66 Orf2 like protein(PF05717)	51
UDP-glucose/GDP-mannose dehydro...(PF00984)	51
Quinolinate synthetase A protei...(PF02445)	51
Enolase, C-terminal TIM barrel ...(PF00113)	51
Mur ligase family, glutamate li...(PF02875)	51
Bacterial dnaA  protein(PF00308)	50
Cell cycle protein(PF01098)	50
Dihydroorotate dehydrogenase(PF01180)	50
Ion transport protein(PF00520)	50
Sigma-70 region 3(PF04539)	50
NusA N-terminal domain(PF08529)	50
Chain length determinant protei...(PF02706)	50
Multicopper oxidase(PF00394)	50
Pyridoxal phosphate biosyntheti...(PF04166)	50
Respiratory-chain NADH dehydrog...(PF01512)	50
Prophage tail length tape measu...(PF06791)	50
Adenylate kinase(PF00406)	49
Prokaryotic N-terminal methylat...(PF07963)	49
Multicopper oxidase(PF07732)	49
Glyoxalase-like domain(PF12681)	49
Ribosomal protein S10p/S20e(PF00338)	49
FliG C-terminal domain(PF01706)	49
23S rRNA-intervening sequence p...(PF05635)	49
GatB/GatE catalytic domain(PF02934)	49
FAD linked oxidases, C-terminal...(PF02913)	49
Oxidoreductase family, NAD-bind...(PF01408)	49
Polyprenyl synthetase(PF00348)	49
IstB-like ATP binding protein(PF01695)	48
rRNA small subunit methyltransf...(PF02527)	48
ATP synthase alpha/beta family,...(PF02874)	48
Calx-beta domain(PF03160)	48
ThiC family(PF01964)	48
Uracil DNA glycosylase superfam...(PF03167)	48
PEP-utilising enzyme, mobile do...(PF00391)	47
Transcriptional regulator(PF01709)	47
Anticodon binding domain(PF03129)	47
Polysaccharide biosynthesis/exp...(PF02563)	47
3'-5' exonuclease(PF01612)	47
Nitrogen regulatory protein P-I...(PF00543)	47
Signal transducing histidine ki...(PF02895)	47
NAD(P) transhydrogenase beta su...(PF02233)	47
NAD binding domain of 6-phospho...(PF03446)	47
S4 domain(PF01479)	47
DNA polymerase family A(PF00476)	47
OB-fold nucleic acid binding do...(PF01336)	47
NlpC/P60 family(PF00877)	47
recA bacterial DNA recombinatio...(PF00154)	47
IPP transferase(PF01715)	46
Malate synthase(PF01274)	46
TrkA-C domain(PF02080)	46
Helicase C-terminal domain(PF13307)	46
ABC-2 family transporter protei...(PF12698)	46
Crp-like helix-turn-helix domai...(PF13545)	46
Cyclic nucleotide-binding domai...(PF00027)	46
1-deoxy-D-xylulose-5-phosphate ...(PF13292)	46
Yqey-like protein(PF09424)	46
Fic/DOC family(PF02661)	46
Alkaline and neutral invertase(PF12899)	46
Shikimate / quinate 5-dehydroge...(PF01488)	46
Outer membrane lipoprotein(PF13525)	46
Elongation factor P (EF-P) KOW-...(PF08207)	46
N-acylglucosamine 2-epimerase (...(PF07221)	46
Putative RNA methylase family U...(PF01170)	46
AAA domain(PF13173)	45
Tetratricopeptide repeat(PF13424)	45
NADH dehydrogenase(PF00146)	45
Acetokinase family(PF00871)	45
Sulfate transporter N-terminal ...(PF13792)	45
Prokaryotic homologs of the JAB...(PF14464)	45
DAHP synthetase I family(PF00793)	45
Coenzyme A transferase(PF01144)	45
Glutamine amidotransferase doma...(PF13537)	45
4Fe-4S dicluster domain(PF12838)	45
Biotin carboxylase C-terminal d...(PF02785)	45
Phosphoadenosine phosphosulfate...(PF01507)	45
CobB/CobQ-like glutamine amidot...(PF13507)	45
Tripartite tricarboxylate trans...(PF01970)	45
Ribosomal L25p family(PF01386)	44
Quinolinate phosphoribosyl tran...(PF01729)	44
Putative undecaprenyl diphospha...(PF01255)	44
Sel1 repeat(PF08238)	44
Thiamine pyrophosphate enzyme, ...(PF00205)	44
Thiazole biosynthesis protein T...(PF05690)	44
N-(5'phosphoribosyl)anthranilat...(PF00697)	44
TatD related DNase(PF01026)	44
Iron-sulphur cluster biosynthes...(PF01521)	44
PAS fold(PF08447)	44
Glycosyl transferases group 1(PF13692)	44
Luciferase-like monooxygenase(PF00296)	44
Malic enzyme, NAD binding domai...(PF03949)	44
Region found in RelA / SpoT pro...(PF04607)	44
L,D-transpeptidase catalytic do...(PF03734)	44
Sodium:solute symporter family(PF00474)	43
Pyruvate flavodoxin/ferredoxin ...(PF01855)	43
Thiolase, N-terminal domain(PF00108)	43
AAA-like domain(PF12846)	43
Queuine tRNA-ribosyltransferase...(PF01702)	43
Sulfite exporter TauE/SafE(PF01925)	43
TRCF domain(PF03461)	43
NMT1/THI5 like(PF09084)	43
RNA polymerase Rpb1, domain 3(PF04983)	43
Transcription termination facto...(PF02357)	43
Thiamine pyrophosphate enzyme, ...(PF02776)	43
Conserved carboxylase domain(PF02436)	43
Bacterial export proteins, fami...(PF01311)	43
6-phosphogluconate dehydrogenas...(PF00393)	42
Competence protein(PF03772)	42
FGGY family of carbohydrate kin...(PF00370)	42
Glycosyl hydrolase family 3 N t...(PF00933)	42
AAA domain(PF13401)	42
Uncharacterized protein family ...(PF00919)	42
Flagellar basal body rod FlgEFG...(PF06429)	42
4Fe-4S binding domain(PF12801)	42
Ribosomal protein L16p/L10e(PF00252)	42
Polysaccharide deacetylase(PF01522)	42
Acetohydroxy acid isomeroreduct...(PF01450)	42
FtsZ family, C-terminal domain(PF12327)	42
B12 binding domain(PF02310)	41
Cation transport protein(PF02386)	41
Methyltransferase domain(PF13847)	41
Acyltransferase(PF01553)	41
RmuC family(PF02646)	41
Phosphomethylpyrimidine kinase(PF08543)	41
Thymidylate synthase(PF00303)	41
ATP-grasp domain(PF08442)	41
FabA-like domain(PF07977)	41
FliG N-terminal domain(PF14842)	41
Glycosyl transferase family, a/...(PF00591)	41
Transposase domain (DUF772)(PF05598)	41
FG-GAP repeat(PF14312)	41
Antitermination protein(PF03589)	41
Nitroreductase family(PF00881)	41
Fructose-bisphosphate aldolase ...(PF00274)	41
Flagellar M-ring protein C-term...(PF08345)	41
Glyceraldehyde 3-phosphate dehy...(PF02800)	41
Hpt domain(PF01627)	41
Protein of unknown function (DU...(PF11855)	40
MGS-like domain(PF02142)	40
ATP-dependent protease La (LON)...(PF02190)	40
Glycoprotease family(PF00814)	40
Phosphoglucomutase/phosphomanno...(PF02878)	40
NADH ubiquinone oxidoreductase,...(PF01058)	40
GTP-binding GTPase N-terminal(PF13167)	40
60Kd inner membrane protein(PF02096)	40
Condensation domain(PF00668)	40
Aldehyde ferredoxin oxidoreduct...(PF01314)	40
Starch synthase catalytic domai...(PF08323)	40
Ribosomal protein L3(PF00297)	40
Peptidase family M23(PF01551)	40
Queuosine biosynthesis protein(PF02547)	39
NapC/NirT cytochrome c family, ...(PF03264)	39
Oligopeptide/dipeptide transpor...(PF08352)	39
DnaB-like helicase C terminal d...(PF03796)	39
Domain of unknown function (DUF...(PF11898)	39
Fibronectin type III domain(PF00041)	39
NeuB family(PF03102)	39
N-terminal domain of ribose pho...(PF13793)	39
LemA family(PF04011)	39
Phosphoribosylglycinamide synth...(PF01071)	39
CRISPR associated protein Cas1(PF01867)	39
D-isomer specific 2-hydroxyacid...(PF02826)	39
Periplasmic solute binding prot...(PF01297)	39
Alcohol dehydrogenase GroES-lik...(PF08240)	39
Aldo/keto reductase family(PF00248)	39
Transglycosylase SLT domain(PF13406)	39
Nucleoside diphosphate kinase(PF00334)	39
Integral membrane protein TerC ...(PF03741)	39
Oxidoreductase family, C-termin...(PF02894)	39
Glycosyl transferase family 4(PF00953)	39
Bacterial regulatory proteins, ...(PF00440)	39
Ketopantoate hydroxymethyltrans...(PF02548)	39
Acetyltransferase (GNAT) domain...(PF13302)	38
Poly A polymerase head domain(PF01743)	38
SNARE associated Golgi protein(PF09335)	38
Glycosyltransferase Family 4(PF13439)	38
Acyl transferase domain(PF00698)	38
Transposase C of IS166 homeodom...(PF13007)	38
Trypsin(PF00089)	38
4Fe-4S single cluster domain(PF13353)	38
tRNA (Uracil-5-)-methyltransfer...(PF05958)	38
ArgK protein(PF03308)	38
PAS fold(PF00989)	38
Dihydrodipicolinate reductase, ...(PF05173)	38
ArgJ family(PF01960)	38
Deoxynucleoside kinase(PF01712)	38
FAD binding domain (PF01565)	38
Cobalamin-independent synthase,...(PF08267)	38
Glutamate-cysteine ligase(PF08886)	38
FGGY family of carbohydrate kin...(PF02782)	38
Prolyl oligopeptidase family(PF00326)	38
Bacterial Cytochrome Ubiquinol ...(PF01654)	37
Ribosome recycling factor(PF01765)	37
Sodium/calcium exchanger protei...(PF01699)	37
KilA-N domain(PF04383)	37
Isocitrate lyase family(PF00463)	37
ATP synthase(PF00231)	37
Phosphoribulokinase / Uridine k...(PF00485)	37
Prophage tail fibre N-terminal(PF08400)	37
Dihydroneopterin aldolase(PF02152)	37
Glutamyl-tRNAGlu reductase, N-t...(PF05201)	37
ABC-2 family transporter protei...(PF12679)	37
Guanylate kinase(PF00625)	37
SAICAR synthetase(PF01259)	37
HupE / UreJ protein(PF13795)	37
DJ-1/PfpI family(PF01965)	37
2-oxoacid dehydrogenases acyltr...(PF00198)	37
Carbamoyltransferase(PF02543)	36
Pyridoxal phosphate biosynthesi...(PF03740)	36
DNA packaging protein FI(PF14000)	36
Ribulose bisphosphate carboxyla...(PF00016)	36
Domain of unknown function (DUF...(PF13715)	36
GatB domain(PF02637)	36
CoA-ligase(PF00549)	36
Flagellar P-ring protein(PF02119)	36
Phage minor tail protein L (PF05100)	36
Vacuole effluxer Atg22 like(PF11700)	36
ApbE family(PF02424)	36
Maf-like protein(PF02545)	36
Na+/H+ antiporter 1(PF06965)	36
